Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Código fuente,Fuente,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72381","Estiércol aplicado a los suelos (N contenido)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kg","18537474.4952","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723812","Estiércol aplicado a los suelos que lixivia (N contenido)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kg","5561242.3486","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723811","Estiércol aplicado a los suelos que se volatiliza (N contenido)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kg","3707494.899","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72301","Emisiones (N2O) (Estiércol depositado)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.4151","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72341","Estiércol aplicado a los suelos (emisiones directas N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.2913","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72361","Estiércol aplicado a los suelos (emisiones indirectas N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.1238","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723612","Indirect emissions (N2O that leaches) (Manure applied)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.0655","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","723611","Indirect emissions (N2O that volatilises) (Manure applied)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.0583","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","5111","Existencias","02123","Caprinos","1966","1966","3050","FAO TIER 1","Cabeza","18252124","A","Cifra oficial",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72431","Total derivado del sector ganadero (emisiones N2O)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","7.4966","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72441","Total derivado del sector ganadero (emisiones CH4)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","93.6751","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72254","Fermentación entérica (emisiones CH4)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","91.2606","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72386","Gestión del estiércol (estiércol gestionado, N contenido)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kg","18448988.983","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72256","Gestión del estiércol (emisiones CH4)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","2.4144","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","150","Europa","72306","Gestión del estiércol (emisiones N2O)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","0.145","E","Valor estimado",""
